
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"Redbridge 031B","E01003738",646,521,1,17,100,7
"Redbridge 031C","E01003739",658,458,34,60,103,3
"Redbridge 031D","E01003740",621,471,3,54,87,6
"Redbridge 031E","E01003741",643,470,0,79,90,4
"Redbridge 031F","E01003742",618,368,3,33,209,5
"Redbridge 031G","E01003743",496,317,2,22,144,11
"Redbridge 032A","E01003728",810,259,58,169,312,12
"Redbridge 032B","E01003729",526,218,8,97,195,8
"Redbridge 032C","E01003730",416,247,0,30,138,1
"Redbridge 032D","E01003732",592,123,16,225,214,14
"Redbridge 032E","E01003733",507,290,5,38,167,7
"Redbridge 033A","E01003731",447,229,1,76,133,8
"Redbridge 033B","E01003734",517,292,4,46,171,4
"Redbridge 033C","E01003735",811,180,14,397,208,12
"Redbridge 033D","E01003736",475,258,1,83,129,4
"Redbridge 034A","E01003713",481,337,1,20,116,7
"Redbridge 034B","E01003714",642,390,7,34,204,7
"Redbridge 034C","E01003715",564,325,2,27,201,9
"Redbridge 034D","E01003716",521,320,1,69,123,8
"Redbridge 034E","E01003718",630,325,11,39,249,6
"Redbridge 034F","E01003719",633,348,0,32,244,9
"Redbridge 034G","E01032581",699,343,12,134,201,9
"Redbridge 035A","E01003690",608,316,2,50,235,5
"Redbridge 035B","E01003691",413,295,1,16,95,6
"Redbridge 035C","E01003692",501,346,2,14,131,8
"Redbridge 035D","E01003693",431,360,0,10,60,1
"Redbridge 035E","E01003694",448,328,1,46,68,5
"Redbridge 035F","E01003695",534,269,0,24,233,8
"Redbridge 035G","E01003696",593,459,0,31,96,7
"Redbridge 035H","E01003697",492,375,1,22,89,5
"Redbridge 036A","E01003675",490,357,6,21,103,3
"Redbridge 036B","E01003676",495,398,0,31,60,6
"Redbridge 036C","E01003677",494,433,0,6,46,9
"Redbridge 036D","E01003678",479,403,0,20,48,8
"Redbridge 036E","E01003679",493,453,0,3,31,6
"Redbridge 036F","E01003680",475,422,1,3,49,0
"Redbridge 036G","E01003681",683,419,2,109,140,13
"Redbridge 036H","E01003682",493,428,0,6,55,4
"Richmond upon Thames 001A","E01003797",523,416,0,51,53,3
"Richmond upon Thames 001B","E01003798",691,398,3,129,152,9
"Richmond upon Thames 001C","E01003799",653,412,1,37,193,10
"Richmond upon Thames 001D","E01003800",640,344,2,166,119,9
"Richmond upon Thames 001E","E01003801",534,342,2,13,168,9
"Richmond upon Thames 001F","E01003802",623,365,4,30,211,13
"Richmond upon Thames 001G","E01003803",632,193,0,345,79,15
"Richmond upon Thames 002A","E01003846",628,505,1,14,103,5
"Richmond upon Thames 002B","E01003847",842,426,6,42,356,12
"Richmond upon Thames 002C","E01003849",653,472,1,44,132,4
"Richmond upon Thames 002D","E01003851",691,508,1,9,166,7
"Richmond upon Thames 002E","E01003860",819,413,0,98,292,16
"Richmond upon Thames 002F","E01003864",671,424,2,64,177,4
"Richmond upon Thames 003A","E01003852",652,380,2,88,170,12
"Richmond upon Thames 003B","E01003853",622,388,3,138,83,10
"Richmond upon Thames 003C","E01003854",653,391,2,91,162,7
"Richmond upon Thames 003D","E01003855",831,341,7,275,198,10
"Richmond upon Thames 003E","E01003856",749,400,8,91,245,5
"Richmond upon Thames 003F","E01003857",756,482,2,75,188,9
"Richmond upon Thames 003G","E01003858",678,488,2,32,153,3
"Richmond upon Thames 004A","E01003848",817,468,3,106,236,4
"Richmond upon Thames 004C","E01003861",855,450,15,100,279,11
"Richmond upon Thames 004D","E01003862",627,343,3,127,144,10
"Richmond upon Thames 004E","E01003863",639,288,2,239,93,17
"Richmond upon Thames 004F","E01003865",529,315,2,123,81,8
"Richmond upon Thames 004G","E01033570",709,238,60,115,284,12
"Richmond upon Thames 004H","E01033571",624,370,2,160,82,10
"Richmond upon Thames 005A","E01003804",768,485,0,53,215,15
"Richmond upon Thames 005B","E01003807",817,425,0,107,274,11
"Richmond upon Thames 005C","E01003808",793,545,1,75,164,8
"Richmond upon Thames 005D","E01003809",657,520,1,39,94,3
"Richmond upon Thames 005E","E01003859",631,464,3,53,105,6
"Richmond upon Thames 006A","E01003873",850,444,0,87,308,11
"Richmond upon Thames 006B","E01003874",787,420,1,52,304,10
"Richmond upon Thames 006C","E01003875",681,451,5,70,147,8
"Richmond upon Thames 006D","E01003878",648,174,1,374,94,5
"Richmond upon Thames 007A","E01003866",642,504,0,9,120,9
"Richmond upon Thames 007B","E01003868",639,408,2,13,205,11
"Richmond upon Thames 007C","E01003871",642,434,22,57,122,7
"Richmond upon Thames 007D","E01003872",686,416,5,25,231,9
"Richmond upon Thames 008A","E01003821",784,334,3,85,349,13
"Richmond upon Thames 008B","E01003876",865,417,1,49,367,31
"Richmond upon Thames 008C","E01003877",724,410,7,63,234,10
"Richmond upon Thames 008D","E01003879",613,345,4,21,237,6
"Richmond upon Thames 009A","E01003892",924,571,1,18,324,10
"Richmond upon Thames 009B","E01003893",759,411,3,38,290,17
"Richmond upon Thames 009C","E01003894",760,435,2,40,271,12
"Richmond upon Thames 009D","E01003895",766,470,0,87,199,10
"Richmond upon Thames 010A","E01003905",548,403,2,18,122,3
"Richmond upon Thames 010B","E01003906",649,466,0,55,122,6
"Richmond upon Thames 010C","E01003907",673,334,21,231,77,10
"Richmond upon Thames 010D","E01003908",668,573,2,18,65,10
"Richmond upon Thames 010E","E01003909",606,440,1,42,119,4
"Richmond upon Thames 011A","E01003867",576,397,4,41,130,4
"Richmond upon Thames 011B","E01003869",693,446,14,13,210,10
"Richmond upon Thames 011C","E01003870",721,536,9,27,145,4
"Richmond upon Thames 011D","E01003910",670,592,4,10,57,7
"Richmond upon Thames 012A","E01003805",593,508,0,19,58,8
"Richmond upon Thames 012B","E01003806",523,432,0,21,68,2
"Richmond upon Thames 012C","E01003816",640,434,2,108,88,8
"Richmond upon Thames 012D","E01003817",867,592,11,94,140,30
"Richmond upon Thames 013A","E01003840",560,385,1,60,110,4
"Richmond upon Thames 013B","E01003841",811,318,7,360,111,15
"Richmond upon Thames 013C","E01003842",619,371,2,184,53,9
"Richmond upon Thames 013D","E01003843",753,480,21,163,80,9
"Richmond upon Thames 013E","E01003844",553,448,2,50,50,3
"Richmond upon Thames 013F","E01003845",622,558,3,13,42,6
"Richmond upon Thames 014A","E01003882",793,550,6,22,214,1
"Richmond upon Thames 014B","E01003883",836,577,10,58,182,9
"Richmond upon Thames 014C","E01003896",796,431,13,24,315,13
"Richmond upon Thames 014D","E01003897",848,475,2,93,264,14
"Richmond upon Thames 015A","E01003898",675,453,1,28,188,5
"Richmond upon Thames 015B","E01003899",632,472,5,18,135,2
"Richmond upon Thames 015C","E01003900",614,328,2,204,64,16
"Richmond upon Thames 015D","E01003901",605,515,5,31,52,2
"Richmond upon Thames 015E","E01003902",503,436,2,16,46,3
"Richmond upon Thames 015F","E01003903",580,423,0,88,62,7
"Richmond upon Thames 015G","E01003904",671,441,3,108,109,10
"Richmond upon Thames 016A","E01003880",581,459,1,30,85,6
"Richmond upon Thames 016B","E01003881",492,360,1,29,93,9
"Richmond upon Thames 016C","E01003884",698,470,1,88,132,7
"Richmond upon Thames 016D","E01003885",647,441,1,39,156,10
"Richmond upon Thames 017A","E01003818",661,486,14,62,95,4
"Richmond upon Thames 017B","E01003819",747,330,7,314,77,19
"Richmond upon Thames 017C","E01003820",751,482,1,159,95,14
"Richmond upon Thames 018A","E01003811",640,517,4,20,96,3
"Richmond upon Thames 018B","E01003812",772,500,4,80,182,6
"Richmond upon Thames 018C","E01003890",642,471,5,20,141,5
"Richmond upon Thames 018D","E01003891",826,603,18,18,179,8
"Richmond upon Thames 019A","E01003810",613,483,2,44,83,1
"Richmond upon Thames 019B","E01003813",643,551,0,18,71,3
"Richmond upon Thames 019C","E01003814",760,527,1,69,156,7
"Richmond upon Thames 019D","E01003815",824,466,1,110,239,8
"Richmond upon Thames 020A","E01003828",630,510,8,45,64,3
"Richmond upon Thames 020B","E01003829",686,363,9,250,58,6
"Richmond upon Thames 020C","E01003830",734,497,1,90,132,14
"Richmond upon Thames 020D","E01003831",697,530,13,46,104,4
"Richmond upon Thames 020E","E01003832",681,250,25,351,45,10
"Richmond upon Thames 020F","E01003833",658,387,22,136,103,10
"Richmond upon Thames 021A","E01003886",684,467,2,39,167,9
"Richmond upon Thames 021B","E01003887",789,551,7,30,195,6
"Richmond upon Thames 021C","E01003888",896,402,7,263,217,7
"Richmond upon Thames 021D","E01003889",779,567,1,22,188,1
"Richmond upon Thames 022A","E01003834",829,419,7,115,273,15
"Richmond upon Thames 022B","E01003835",537,459,1,19,55,3
"Richmond upon Thames 022C","E01003836",613,361,4,181,60,7
"Richmond upon Thames 022D","E01003837",802,585,2,70,137,8
"Richmond upon Thames 022E","E01003838",758,468,8,88,176,18
"Richmond upon Thames 022F","E01003839",916,486,24,198,197,11
"Richmond upon Thames 023A","E01003822",516,466,8,8,32,2
"Richmond upon Thames 023B","E01003823",796,562,5,25,195,9
"Richmond upon Thames 023C","E01003824",649,521,4,32,84,8
"Richmond upon Thames 023D","E01003825",653,529,14,42,58,10
"Richmond upon Thames 023E","E01003826",760,309,2,346,90,13
"Richmond upon Thames 023F","E01003827",800,458,13,121,199,9
"Sutton 001A","E01004125",630,265,5,297,58,5
"Sutton 001B","E01004183",663,293,4,291,71,4
"Sutton 001C","E01004184",598,264,4,275,49,6
"Sutton 001D","E01004185",565,177,10,300,73,5
"Sutton 001E","E01004189",750,354,2,334,51,9
"Sutton 002A","E01004123",838,330,22,280,201,5
"Sutton 002B","E01004124",655,361,14,214,62,4
"Sutton 002C","E01004126",564,243,6,262,51,2
"Sutton 002D","E01004128",528,243,5,233,45,2
"Sutton 002E","E01004129",750,265,17,397,67,4
"Sutton 003A","E01004130",644,530,3,47,59,5
"Sutton 003B","E01004131",613,498,3,28,72,12
"Sutton 003C","E01004134",555,437,1,31,85,1
"Sutton 003D","E01004135",517,444,4,5,63,1
"Sutton 003E","E01004136",550,481,2,27,36,4
"Sutton 004A","E01004164",639,494,5,51,87,2
"Sutton 004B","E01004166",658,471,2,84,95,6
"Sutton 004C","E01004169",460,276,2,119,59,4
"Sutton 004D","E01004186",790,454,20,94,216,6
"Sutton 004E","E01004188",724,421,17,116,169,1
"Sutton 005A","E01004127",630,388,4,179,57,2
"Sutton 005B","E01004163",615,536,2,31,40,6
"Sutton 005C","E01004165",705,454,5,109,133,4
"Sutton 005D","E01004167",527,261,2,199,63,2
"Sutton 005E","E01004187",640,407,2,178,46,7
"Sutton 006A","E01004117",508,473,1,8,22,4
"Sutton 006B","E01004121",627,465,2,24,133,3
"Sutton 006C","E01004192",753,516,11,92,125,9
"Sutton 006D","E01004193",923,666,4,97,154,2
"Sutton 006E","E01004195",661,425,2,37,192,5
"Sutton 007A","E01004144",633,532,0,12,85,4
"Sutton 007B","E01004145",786,624,12,56,92,2
"Sutton 007C","E01004146",686,475,2,78,120,11
"Sutton 007D","E01004147",603,513,0,50,36,4
"Sutton 008A","E01004116",640,560,0,43,34,3
"Sutton 008B","E01004122",517,440,1,39,31,6
"Sutton 008C","E01004190",499,452,2,3,39,3
"Sutton 008D","E01004191",657,531,6,10,106,4
"Sutton 008E","E01004194",609,487,5,52,61,4
"Sutton 008F","E01004196",567,499,1,9,55,3
"Sutton 009A","E01004115",664,592,0,3,65,4
"Sutton 009B","E01004118",669,514,3,24,124,4
"Sutton 009C","E01004119",506,471,1,2,30,2
"Sutton 009D","E01004132",514,470,1,4,37,2
"Sutton 009E","E01004133",533,497,0,4,29,3
"Sutton 010A","E01004171",558,462,5,38,51,2
"Sutton 010B","E01004172",748,384,2,190,167,5
"Sutton 010C","E01004173",520,380,0,106,30,4
"Sutton 010D","E01004175",690,510,7,84,84,5
"Sutton 010E","E01004176",583,388,21,65,106,3
"Sutton 011A","E01004076",616,419,4,112,76,5
"Sutton 011B","E01004077",629,492,1,56,74,6
"Sutton 011C","E01004078",686,448,1,126,106,5
"Sutton 011D","E01004079",489,458,2,5,22,2
"Sutton 011E","E01004080",506,472,1,2,28,3
"Sutton 011F","E01004081",615,476,3,59,74,3
"Sutton 011G","E01004082",496,459,1,5,29,2
"Sutton 012A","E01004137",763,430,8,28,292,5
"Sutton 012B","E01004140",746,250,8,316,166,6
"Sutton 012C","E01004141",724,414,3,182,118,7
"Sutton 012D","E01004142",1052,262,93,453,229,15
"Sutton 012E","E01004149",813,588,0,68,151,6
"Sutton 013A","E01004101",531,467,0,13,47,4
"Sutton 013B","E01004103",734,515,4,35,177,3
"Sutton 013C","E01004138",697,455,4,95,141,2
"Sutton 013D","E01004139",595,407,3,33,149,3
"Sutton 013E","E01004168",579,499,5,22,53,0
"Sutton 014A","E01004143",626,436,4,75,109,2
"Sutton 014B","E01004148",643,358,3,198,81,3
"Sutton 014C","E01004159",629,508,6,28,81,6
"Sutton 014D","E01004160",672,465,1,20,184,2
"Sutton 014E","E01004161",594,502,1,12,78,1
"Sutton 015A","E01004097",625,498,2,13,110,2
"Sutton 015B","E01004098",504,399,0,18,84,3
"Sutton 015C","E01004099",711,413,1,146,143,8
"Sutton 015D","E01004100",536,451,0,23,61,1
"Sutton 015E","E01004102",556,425,2,46,78,5
"Sutton 016A","E01004110",790,482,1,47,249,11
"Sutton 016B","E01004111",578,472,2,40,57,7
"Sutton 016C","E01004112",668,578,1,2,80,7
"Sutton 016D","E01004120",547,510,0,5,27,5
"Sutton 016E","E01004157",452,425,0,4,23,0
"Sutton 017A","E01004087",522,496,0,4,20,2
"Sutton 017B","E01004170",751,510,10,41,184,6
"Sutton 017C","E01004174",664,431,4,59,164,6
"Sutton 017D","E01004178",950,539,8,103,293,7
"Sutton 017E","E01004179",599,491,1,15,90,2
"Sutton 018A","E01004152",849,405,1,153,286,4
"Sutton 018B","E01004155",822,533,3,17,266,3
"Sutton 018C","E01004156",892,421,5,41,419,6
"Sutton 018D","E01004158",696,454,3,22,210,7
"Sutton 018E","E01004162",745,422,1,54,261,7
"Sutton 019A","E01004083",612,144,18,413,31,6
"Sutton 019B","E01004086",592,405,31,81,71,4
"Sutton 019C","E01004088",733,53,6,640,19,15
"Sutton 019D","E01004089",549,137,59,321,31,1
"Sutton 019E","E01004182",653,296,2,266,85,4
"Sutton 020A","E01004104",551,511,2,8,28,2
"Sutton 020B","E01004107",619,438,0,117,60,4
"Sutton 020C","E01004177",911,453,0,244,200,14
"Sutton 020D","E01004180",616,568,1,8,33,6
"Sutton 020E","E01004181",756,509,2,101,135,9
"Sutton 021A","E01004090",540,170,0,302,65,3
"Sutton 021B","E01004096",756,367,2,77,305,5
"Sutton 021C","E01004150",936,353,2,251,317,13
"Sutton 021D","E01004151",790,415,0,48,323,4
"Sutton 021E","E01004153",903,459,1,95,337,11
"Sutton 022A","E01004091",474,460,0,4,8,2
"Sutton 022B","E01004092",585,490,1,9,79,6
"Sutton 022C","E01004105",647,523,2,55,59,8
"Sutton 022D","E01004106",522,502,0,1,17,2
"Sutton 022E","E01004154",561,477,0,16,66,2
"Sutton 024A","E01004084",504,475,2,3,22,2
"Sutton 024B","E01004085",582,528,0,8,45,1
"Sutton 024C","E01004108",595,507,2,34,47,5
"Sutton 024D","E01004109",638,420,5,163,47,3
"Sutton 025A","E01004093",598,488,1,14,88,7
"Sutton 025B","E01004094",748,541,10,25,162,10
"Sutton 025C","E01004095",635,514,7,4,106,4
"Sutton 025D","E01004114",595,558,1,4,27,5
"Sutton 025E","E01032623",619,583,1,3,30,2
"Waltham Forest 001A","E01004349",547,322,5,178,36,6
"Waltham Forest 001B","E01004350",915,455,19,323,110,8
"Waltham Forest 001C","E01004351",645,548,1,49,41,6
"Waltham Forest 001D","E01004356",590,405,2,116,60,7
"Waltham Forest 001E","E01004357",574,451,0,72,43,8
"Waltham Forest 002A","E01004352",813,612,0,37,151,13
"Waltham Forest 002B","E01004353",798,616,5,69,104,4
"Waltham Forest 002C","E01004354",749,532,1,34,180,2
"Waltham Forest 002D","E01004358",788,504,3,162,107,12
"Waltham Forest 002E","E01004359",610,472,3,83,46,6
"Waltham Forest 003A","E01004384",695,357,4,243,87,4
"Waltham Forest 003B","E01004385",650,315,6,254,65,10
"Waltham Forest 003C","E01004386",642,583,2,16,35,6
"Waltham Forest 003D","E01004389",706,402,3,216,81,4
"Waltham Forest 003E","E01004390",652,329,2,268,46,7
"Waltham Forest 004A","E01004355",673,421,7,157,86,2
"Waltham Forest 004B","E01004360",492,445,1,16,24,6
"Waltham Forest 004C","E01004413",685,340,21,277,40,7
"Waltham Forest 004D","E01004415",583,397,2,137,45,2
"Waltham Forest 004E","E01004416",632,461,1,102,61,7
"Waltham Forest 005A","E01004361",492,435,1,14,39,3
"Waltham Forest 005B","E01004414",615,487,4,37,82,5
"Waltham Forest 005C","E01004417",650,433,3,107,102,5
"Waltham Forest 005D","E01004451",641,506,2,80,52,1
"Waltham Forest 005E","E01004452",692,448,1,110,128,5
"Waltham Forest 006A","E01004450",605,548,2,11,41,3
"Waltham Forest 006B","E01004453",658,472,3,34,142,7
"Waltham Forest 006C","E01004454",640,474,4,66,88,8
"Waltham Forest 006D","E01004455",544,328,0,108,99,9
"Waltham Forest 006E","E01004456",539,142,1,362,23,11
"Waltham Forest 007A","E01004379",523,452,1,13,53,4
"Waltham Forest 007B","E01004380",607,362,17,159,65,4
"Waltham Forest 007C","E01004381",674,501,2,54,110,7
"Waltham Forest 007D","E01004383",575,456,5,63,48,3
"Waltham Forest 007E","E01004387",525,470,1,11,41,2
"Waltham Forest 007F","E01004388",649,372,8,108,154,7
"Waltham Forest 008A","E01004343",647,509,1,37,96,4
"Waltham Forest 008B","E01004344",667,332,4,182,137,12
"Waltham Forest 008C","E01004382",501,158,2,287,47,7
"Waltham Forest 008D","E01004418",649,447,11,87,99,5
"Waltham Forest 008E","E01004419",637,461,4,28,131,13
"Waltham Forest 009A","E01004398",679,233,7,344,82,13
"Waltham Forest 009B","E01004399",594,175,10,342,61,6
"Waltham Forest 009C","E01004400",641,332,1,114,183,11
"Waltham Forest 009D","E01004402",663,332,6,185,128,12
"Waltham Forest 009E","E01004403",602,296,4,198,97,7
"Waltham Forest 010A","E01004345",624,406,2,69,145,2
"Waltham Forest 010B","E01004348",973,502,22,123,321,5
"Waltham Forest 010C","E01004377",626,481,4,52,86,3
"Waltham Forest 010D","E01004378",677,387,18,158,109,5
"Waltham Forest 011A","E01004342",789,359,6,184,232,8
"Waltham Forest 011B","E01004346",557,372,4,88,85,8
"Waltham Forest 011C","E01004347",809,488,2,113,202,4
"Waltham Forest 011D","E01004460",671,334,6,144,177,10
"Waltham Forest 011E","E01004462",639,286,30,93,220,10
"Waltham Forest 012A","E01004396",647,382,1,45,214,5
"Waltham Forest 012B","E01004457",738,353,10,149,220,6
"Waltham Forest 012C","E01004458",681,377,6,81,208,9
"Waltham Forest 012D","E01004459",535,87,3,396,37,12
"Waltham Forest 012E","E01004463",906,466,7,154,273,6
"Waltham Forest 013A","E01004407",493,83,1,315,87,7
"Waltham Forest 013B","E01004410",852,224,11,423,172,22
"Waltham Forest 013C","E01004464",643,154,5,373,104,7
"Waltham Forest 013D","E01004469",627,190,3,328,97,9
"Waltham Forest 013E","E01004470",602,262,3,166,168,3
"Waltham Forest 013F","E01004471",668,268,4,222,166,8
"Waltham Forest 014A","E01004391",846,395,7,161,275,8
"Waltham Forest 014B","E01004393",1023,463,7,303,239,11
"Waltham Forest 014C","E01004401",803,383,15,175,221,9
"Waltham Forest 014D","E01004404",882,234,68,274,294,12
"Waltham Forest 014E","E01004461",794,424,5,47,312,6
"Waltham Forest 015A","E01004412",740,357,21,124,229,9
"Waltham Forest 015B","E01004465",543,350,3,77,107,6
"Waltham Forest 015C","E01004466",638,417,1,76,139,5
"Waltham Forest 015D","E01004467",881,214,7,343,306,11
"Waltham Forest 015E","E01004468",657,454,2,42,151,8
"Waltham Forest 016A","E01004406",731,273,2,87,360,9
"Waltham Forest 016B","E01004408",676,355,6,136,178,1
"Waltham Forest 016C","E01004409",711,290,12,161,231,17
"Waltham Forest 016D","E01004411",648,273,2,88,277,8
"Waltham Forest 016E","E01004443",586,272,11,87,208,8
"Waltham Forest 016F","E01004447",653,393,6,52,194,8
"Waltham Forest 017A","E01004392",879,401,6,120,344,8
"Waltham Forest 017B","E01004394",744,264,8,267,198,7
"Waltham Forest 017C","E01004397",849,356,41,102,339,11
"Waltham Forest 017D","E01004444",966,286,16,321,334,9
"Waltham Forest 017E","E01004446",677,364,8,92,209,4
"Waltham Forest 018A","E01004395",565,354,0,58,149,4
"Waltham Forest 018B","E01004421",604,352,6,85,152,9
"Waltham Forest 018C","E01004445",624,312,8,116,184,4
"Waltham Forest 018D","E01004448",759,309,34,149,261,6
"Waltham Forest 018E","E01004449",599,147,8,372,65,7
"Waltham Forest 019A","E01004363",506,363,5,22,110,6
"Waltham Forest 019B","E01004364",563,257,0,158,139,9
"Waltham Forest 019C","E01004366",642,404,10,45,177,6
"Waltham Forest 019D","E01004367",537,297,8,61,164,7
"Waltham Forest 019E","E01004368",720,323,13,76,303,5
"Waltham Forest 020A","E01004365",700,232,19,117,322,10
"Waltham Forest 020B","E01004405",566,268,13,130,148,7
"Waltham Forest 020C","E01004420",790,281,6,239,262,2
"Waltham Forest 020D","E01004423",697,215,4,240,231,7
"Waltham Forest 020G","E01033153",936,157,9,600,155,15
"Waltham Forest 021A","E01004362",676,308,9,111,242,6
"Waltham Forest 021B","E01004436",580,260,2,117,196,5
"Waltham Forest 021C","E01004437",762,255,3,185,309,10
"Waltham Forest 021D","E01004439",619,275,3,124,214,3
"Waltham Forest 021E","E01004442",668,370,2,63,229,4
"Waltham Forest 022A","E01004422",589,364,14,43,158,10
"Waltham Forest 022B","E01004424",627,212,9,159,237,10
"Waltham Forest 022C","E01004425",848,359,28,161,298,2
