
"KS403EW - Rooms, bedrooms and central heating"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All categories: Type of central heating in household","Does not have central heating","Does have central heating","Occupancy rating (rooms) of -1 or less","Occupancy rating (bedrooms) of -1 or less","Average household size","Average number of rooms per household","Average number of bedrooms per household"
"Kingston upon Thames 007B","E01002930",683,26,657,128,64,2.5,4.9,2.6
"Kingston upon Thames 007C","E01002931",654,18,636,44,29,2.8,5.9,3.1
"Kingston upon Thames 007D","E01002963",768,41,727,162,54,2.3,4.5,2.4
"Kingston upon Thames 007E","E01002985",603,18,585,81,46,2.8,5.2,2.8
"Kingston upon Thames 008A","E01002927",614,9,605,51,28,2.5,5.3,2.8
"Kingston upon Thames 008B","E01002928",660,32,628,122,44,2.3,5.0,2.6
"Kingston upon Thames 008C","E01002958",659,19,640,59,31,2.5,5.4,2.8
"Kingston upon Thames 008D","E01002961",609,10,599,26,16,2.9,6.6,3.4
"Kingston upon Thames 008E","E01002986",471,14,457,36,22,2.7,5.9,3.1
"Kingston upon Thames 009A","E01002965",1071,53,1018,276,94,2.2,4.4,2.4
"Kingston upon Thames 009B","E01002967",958,32,926,128,42,1.9,4.2,2.1
"Kingston upon Thames 009C","E01002968",1123,35,1088,252,85,2.1,4.3,2.2
"Kingston upon Thames 009D","E01002990",937,55,882,216,38,1.8,3.9,1.9
"Kingston upon Thames 009E","E01002991",710,41,669,122,39,2.3,5.2,2.7
"Kingston upon Thames 010A","E01002922",725,25,700,86,26,2.3,5.3,2.7
"Kingston upon Thames 010B","E01002926",590,24,566,36,21,2.6,5.8,3.0
"Kingston upon Thames 010C","E01002966",744,38,706,102,47,2.5,5.3,2.7
"Kingston upon Thames 010D","E01002992",438,15,423,33,15,2.5,5.2,2.7
"Kingston upon Thames 011A","E01002921",857,52,805,248,61,1.8,3.7,1.8
"Kingston upon Thames 011B","E01002987",844,67,777,204,63,1.8,3.6,1.8
"Kingston upon Thames 011C","E01002988",572,21,551,94,42,2.2,4.4,2.2
"Kingston upon Thames 011D","E01002989",909,69,840,166,34,2.0,4.2,2.1
"Kingston upon Thames 012A","E01002975",483,11,472,30,30,2.9,6.0,3.1
"Kingston upon Thames 012B","E01002977",654,12,642,76,52,2.5,5.1,2.7
"Kingston upon Thames 012C","E01002980",482,2,480,19,29,2.9,6.3,3.2
"Kingston upon Thames 012D","E01002981",518,6,512,20,21,3.0,6.6,3.4
"Kingston upon Thames 012E","E01002984",604,18,586,77,22,2.3,5.3,2.7
"Kingston upon Thames 013A","E01002923",777,28,749,191,70,2.0,3.9,1.9
"Kingston upon Thames 013B","E01002925",796,47,749,164,39,2.0,4.1,2.0
"Kingston upon Thames 013C","E01002993",867,51,816,133,36,1.8,3.8,1.8
"Kingston upon Thames 013D","E01002995",602,17,585,60,16,2.3,5.8,3.0
"Kingston upon Thames 013E","E01002999",743,39,704,218,66,1.9,3.6,1.8
"Kingston upon Thames 014A","E01002915",479,9,470,30,24,2.7,5.9,3.1
"Kingston upon Thames 014B","E01002916",520,7,513,12,13,2.8,6.3,3.3
"Kingston upon Thames 014C","E01002917",497,4,493,11,7,2.8,6.4,3.3
"Kingston upon Thames 014D","E01002920",593,3,590,35,13,2.7,5.9,3.1
"Kingston upon Thames 014E","E01002924",560,7,553,27,11,2.7,6.7,3.5
"Kingston upon Thames 015A","E01002976",641,15,626,23,12,2.6,5.6,3.0
"Kingston upon Thames 015B","E01002978",684,8,676,35,30,2.6,6.0,3.1
"Kingston upon Thames 015C","E01002979",614,23,591,42,22,2.5,5.8,2.9
"Kingston upon Thames 015D","E01002982",517,9,508,35,28,2.6,6.0,3.1
"Kingston upon Thames 015E","E01002983",595,6,589,17,21,2.7,6.4,3.3
"Kingston upon Thames 016A","E01002994",602,16,586,77,22,2.3,5.5,2.8
"Kingston upon Thames 016B","E01002996",589,13,576,55,32,2.5,5.5,2.8
"Kingston upon Thames 016C","E01002997",588,23,565,52,19,2.4,5.6,2.9
"Kingston upon Thames 016D","E01002998",612,14,598,72,43,2.5,4.9,2.6
"Kingston upon Thames 016E","E01003002",783,14,769,88,43,2.3,4.7,2.4
"Kingston upon Thames 017A","E01002918",615,35,580,51,30,2.9,5.3,2.9
"Kingston upon Thames 017B","E01002919",669,22,647,125,57,2.5,4.7,2.5
"Kingston upon Thames 017C","E01003000",587,9,578,59,42,2.6,5.1,2.7
"Kingston upon Thames 017D","E01003001",627,12,615,54,39,2.9,5.6,3.0
"Kingston upon Thames 017E","E01003003",574,26,548,75,54,2.6,5.2,2.6
"Kingston upon Thames 018A","E01002939",605,15,590,48,25,2.6,5.2,2.8
"Kingston upon Thames 018B","E01002941",628,20,608,58,21,2.4,5.4,2.8
"Kingston upon Thames 018C","E01002942",522,9,513,21,16,2.6,5.7,3.0
"Kingston upon Thames 018D","E01003004",591,19,572,48,22,2.7,5.5,2.9
"Kingston upon Thames 018E","E01003005",570,12,558,32,36,2.6,5.4,2.8
"Kingston upon Thames 019A","E01002944",508,7,501,27,14,2.6,5.2,2.9
"Kingston upon Thames 019B","E01002945",655,23,632,43,29,2.4,5.0,2.6
"Kingston upon Thames 019C","E01002946",603,14,589,30,24,2.5,5.4,2.8
"Kingston upon Thames 019D","E01002947",597,11,586,26,28,2.7,5.7,3.0
"Kingston upon Thames 020A","E01002940",604,16,588,61,41,2.6,5.1,2.7
"Kingston upon Thames 020B","E01002943",507,10,497,39,31,2.8,5.4,2.9
"Kingston upon Thames 020C","E01002948",784,8,776,53,48,2.6,5.4,2.7
"Kingston upon Thames 020D","E01002949",677,8,669,32,24,2.8,5.7,3.0
"Kingston upon Thames 020E","E01002950",719,25,694,96,42,2.2,4.4,2.2
"Merton 001A","E01003472",481,10,471,15,7,2.8,5.9,3.5
"Merton 001B","E01003473",505,9,496,52,28,2.6,5.7,3.1
"Merton 001C","E01003474",480,10,470,34,17,2.9,7.6,4.0
"Merton 001D","E01003475",1162,65,1097,439,85,2.2,4.0,2.1
"Merton 001E","E01003478",602,26,576,61,36,2.7,5.4,3.0
"Merton 002A","E01003460",679,10,669,42,12,2.1,6.3,3.2
"Merton 002B","E01003462",599,6,593,35,12,2.4,6.8,3.4
"Merton 002C","E01003464",550,3,547,20,9,2.4,7.0,3.6
"Merton 002D","E01003465",472,1,471,7,5,2.7,8.5,4.3
"Merton 003A","E01003400",659,17,642,124,55,2.3,4.7,2.5
"Merton 003B","E01003454",587,4,583,77,26,2.2,4.9,2.5
"Merton 003C","E01003456",667,27,640,138,33,2.2,4.8,2.5
"Merton 003D","E01003476",482,13,469,77,46,2.9,5.7,3.1
"Merton 003E","E01003477",573,13,560,62,25,2.6,5.5,3.0
"Merton 004A","E01003401",647,18,629,97,25,2.1,4.9,2.6
"Merton 004B","E01003402",705,18,687,75,29,2.2,5.2,2.7
"Merton 004C","E01003403",710,17,693,86,31,2.1,5.4,2.7
"Merton 004D","E01003404",912,25,887,162,43,1.8,4.0,2.0
"Merton 004E","E01003461",712,26,686,77,27,2.2,5.6,2.8
"Merton 005A","E01003367",961,66,895,302,105,2.3,3.9,2.1
"Merton 005B","E01003369",768,44,724,131,91,2.2,4.1,2.0
"Merton 005C","E01003370",869,30,839,257,123,2.3,4.0,2.0
"Merton 005D","E01003371",626,14,612,99,64,2.5,4.9,2.5
"Merton 005E","E01003455",749,35,714,146,69,2.1,3.9,2.0
"Merton 006A","E01003359",816,47,769,150,71,2.1,4.2,2.1
"Merton 006B","E01003360",740,25,715,110,62,2.3,4.6,2.3
"Merton 006C","E01003457",623,24,599,46,20,2.6,5.3,3.0
"Merton 006D","E01003458",693,26,667,98,44,2.3,4.7,2.4
"Merton 006E","E01003459",956,16,940,164,99,2.2,4.1,2.0
"Merton 007A","E01003394",636,21,615,122,89,3.0,5.3,2.9
"Merton 007B","E01003395",503,9,494,65,56,2.9,5.6,3.0
"Merton 007C","E01003396",534,16,518,83,76,3.0,5.2,2.9
"Merton 007D","E01003397",557,19,538,96,59,2.8,5.1,2.8
"Merton 007E","E01003398",583,11,572,106,87,3.0,5.4,3.0
"Merton 008A","E01003368",578,26,552,98,78,2.7,5.0,2.7
"Merton 008B","E01003372",627,15,612,153,95,2.4,4.4,2.3
"Merton 008C","E01003393",646,21,625,196,106,2.4,3.9,2.0
"Merton 008D","E01003406",566,18,548,121,70,2.9,4.8,2.7
"Merton 008E","E01003407",768,41,727,198,102,2.3,4.1,2.1
"Merton 009A","E01003355",765,42,723,159,51,2.0,4.1,2.1
"Merton 009B","E01003356",696,24,672,91,42,2.5,5.2,2.8
"Merton 009C","E01003358",801,20,781,133,65,2.2,4.3,2.2
"Merton 009D","E01003383",692,15,677,90,39,2.2,4.6,2.3
"Merton 009E","E01003384",623,18,605,75,37,2.4,5.0,2.7
"Merton 010A","E01003442",701,14,687,71,22,2.2,5.6,2.9
"Merton 010B","E01003443",633,10,623,28,9,2.5,6.1,3.2
"Merton 010C","E01003444",695,43,652,54,26,2.2,5.3,2.7
"Merton 010D","E01003445",658,14,644,47,31,2.6,6.0,3.2
"Merton 010E","E01003463",459,1,458,15,13,2.8,7.7,4.0
"Merton 011A","E01003380",680,20,660,69,34,2.4,5.1,2.6
"Merton 011B","E01003382",676,33,643,60,31,2.3,4.8,2.4
"Merton 011C","E01003385",626,16,610,40,26,2.5,5.6,3.0
"Merton 011D","E01003399",618,14,604,110,37,2.2,4.6,2.4
"Merton 011E","E01003423",605,18,587,62,31,2.5,5.3,2.8
"Merton 012A","E01003357",750,23,727,182,127,2.3,4.0,2.0
"Merton 012B","E01003376",588,22,566,115,78,2.6,4.6,2.5
"Merton 012C","E01003377",526,9,517,180,117,3.0,4.3,2.4
"Merton 012D","E01003408",873,74,799,203,100,2.1,3.8,1.9
"Merton 012E","E01003410",630,20,610,190,98,2.5,4.2,2.2
"Merton 013A","E01003386",722,10,712,195,110,3.0,4.7,2.6
"Merton 013B","E01003388",590,17,573,81,52,2.4,4.7,2.5
"Merton 013C","E01003389",631,25,606,152,98,2.8,4.8,2.6
"Merton 013D","E01003392",501,25,476,84,62,2.6,4.9,2.5
"Merton 013E","E01003409",562,19,543,106,88,3.0,5.1,2.7
"Merton 014A","E01003387",614,24,590,141,93,2.6,4.4,2.4
"Merton 014B","E01003391",544,3,541,199,110,2.5,4.0,2.1
"Merton 014C","E01003411",719,24,695,131,76,2.4,4.5,2.4
"Merton 014D","E01003412",597,17,580,133,103,2.8,4.6,2.4
"Merton 014E","E01003435",490,21,469,49,36,2.7,5.3,2.9
"Merton 015A","E01003361",621,16,605,67,50,2.7,5.4,2.9
"Merton 015B","E01003424",574,13,561,8,9,2.7,6.5,3.4
"Merton 015C","E01003425",508,7,501,18,15,2.8,6.5,3.5
"Merton 015D","E01003426",609,15,594,37,33,2.9,6.0,3.3
"Merton 015E","E01003428",649,23,626,96,31,2.2,5.2,2.7
"Merton 016A","E01003366",595,22,573,69,47,2.5,5.1,2.7
"Merton 016B","E01003381",720,31,689,90,37,2.0,4.3,2.1
"Merton 016C","E01003446",799,34,765,200,57,2.1,4.3,2.2
"Merton 016D","E01003447",691,16,675,126,91,2.2,3.9,1.9
"Merton 016E","E01003471",604,6,598,68,33,2.5,5.4,2.9
"Merton 017A","E01003413",709,27,682,138,83,2.7,4.9,2.6
"Merton 017B","E01003414",539,18,521,64,48,2.9,5.6,3.1
"Merton 017C","E01003415",548,20,528,60,52,3.0,5.7,3.1
"Merton 017D","E01003416",534,13,521,65,45,2.8,5.5,3.1
"Merton 017E","E01003434",506,18,488,59,45,2.9,5.5,3.0
"Merton 018A","E01003373",536,5,531,174,119,2.7,4.2,2.3
"Merton 018B","E01003378",728,26,702,134,88,2.7,4.8,2.6
"Merton 018C","E01003379",742,34,708,196,118,2.5,4.1,2.1
"Merton 018D","E01003390",623,12,611,260,154,2.6,3.8,2.0
"Merton 018E","E01003405",630,13,617,154,98,2.7,4.5,2.5
"Merton 019A","E01003429",507,10,497,58,46,2.9,5.5,3.0
"Merton 019B","E01003430",545,6,539,209,129,2.6,4.1,2.3
"Merton 019C","E01003431",545,16,529,121,77,2.8,4.8,2.7
"Merton 019D","E01003432",508,13,495,93,83,3.1,5.2,2.8
"Merton 019E","E01003433",578,20,558,104,63,2.6,5.0,2.7
"Merton 020A","E01003466",599,12,587,42,24,2.7,5.9,3.2
"Merton 020B","E01003467",601,10,591,43,26,2.7,5.8,3.1
"Merton 020C","E01003468",630,15,615,34,16,2.7,5.7,3.1
"Merton 020D","E01003469",574,14,560,93,60,2.8,4.9,2.7
"Merton 020E","E01003470",607,15,592,62,51,2.9,5.5,3.0
"Merton 021A","E01003362",499,11,488,29,28,2.6,6.1,3.3
"Merton 021B","E01003363",590,11,579,16,15,2.8,5.9,3.2
"Merton 021C","E01003364",648,13,635,47,17,2.7,5.7,3.2
"Merton 021D","E01003365",497,6,491,25,21,2.8,6.4,3.3
"Merton 021E","E01003421",640,5,635,97,54,2.5,5.0,2.6
"Merton 022A","E01003374",546,23,523,128,65,2.4,4.4,2.3
"Merton 022B","E01003375",654,20,634,93,58,2.4,4.8,2.5
"Merton 022C","E01003437",764,37,727,98,58,2.5,5.0,2.5
"Merton 022D","E01003440",627,22,605,101,77,2.4,4.7,2.4
"Merton 022E","E01003441",617,11,606,163,125,2.9,4.6,2.5
"Merton 023A","E01003427",706,37,669,126,94,2.5,4.7,2.5
"Merton 023B","E01003436",588,15,573,101,75,2.7,4.7,2.5
"Merton 023C","E01003439",548,39,509,111,88,2.6,4.5,2.4
"Merton 023D","E01003448",648,39,609,122,92,2.6,4.5,2.4
"Merton 023E","E01003453",650,31,619,110,72,2.6,4.6,2.4
"Merton 024A","E01003438",650,24,626,112,88,2.6,4.6,2.5
"Merton 024B","E01003449",677,24,653,126,70,2.6,4.9,2.6
"Merton 024C","E01003450",597,30,567,94,68,2.7,4.7,2.4
"Merton 024D","E01003451",598,19,579,44,42,2.7,5.8,3.1
"Merton 024E","E01003452",806,35,771,146,90,2.5,4.3,2.3
"Merton 025A","E01003417",608,9,599,38,31,2.6,5.4,2.9
"Merton 025B","E01003418",531,11,520,27,17,2.8,5.6,3.2
"Merton 025C","E01003419",642,17,625,44,30,2.7,5.2,2.8
"Merton 025D","E01003420",506,9,497,37,20,2.7,5.3,2.9
"Merton 025E","E01003422",513,7,506,32,33,2.6,5.5,3.0
"Redbridge 001A","E01003744",592,6,586,21,14,2.2,5.9,3.0
"Redbridge 001B","E01003745",483,4,479,11,8,3.0,7.4,3.9
"Redbridge 001C","E01003746",661,7,654,26,11,2.2,5.7,3.0
"Redbridge 001D","E01003747",490,4,486,19,3,2.7,7.1,3.7
"Redbridge 001E","E01003748",572,9,563,34,15,2.5,6.9,3.5
"Redbridge 001F","E01003749",681,18,663,38,15,2.3,5.5,3.0
"Redbridge 001G","E01003750",798,15,783,89,33,2.1,5.0,2.6
"Redbridge 002A","E01003720",821,25,796,102,49,2.2,4.5,2.3
"Redbridge 002B","E01003722",690,10,680,93,64,2.6,4.9,2.6
"Redbridge 002C","E01003723",704,24,680,101,56,2.5,4.7,2.5
"Redbridge 002D","E01003726",649,12,637,106,68,2.3,4.6,2.3
"Redbridge 003A","E01003721",604,12,592,65,43,2.7,5.2,2.8
"Redbridge 003B","E01003724",511,11,500,40,20,2.7,5.5,3.0
"Redbridge 003C","E01003725",650,16,634,73,49,2.3,4.5,2.4
"Redbridge 003D","E01003727",655,15,640,86,45,2.4,4.6,2.4
"Redbridge 004A","E01003654",603,16,587,51,30,2.6,5.5,2.9
"Redbridge 004B","E01003655",642,13,629,34,29,2.4,5.3,2.7
"Redbridge 004C","E01003658",699,7,692,134,69,2.4,4.6,2.3
"Redbridge 004D","E01003660",663,8,655,27,28,2.6,5.5,2.9
"Redbridge 005A","E01003656",643,14,629,85,46,2.3,4.7,2.4
"Redbridge 005B","E01003657",870,29,841,64,44,2.4,5.2,2.8
"Redbridge 005C","E01003659",638,18,620,36,16,2.6,5.3,2.9
"Redbridge 006A","E01003698",519,17,502,26,12,2.7,5.6,3.1
"Redbridge 006B","E01003699",594,6,588,44,35,2.4,5.1,2.6
"Redbridge 006C","E01003700",849,20,829,89,65,2.6,5.3,2.8
"Redbridge 006D","E01003701",626,24,602,84,55,2.9,5.2,2.8
"Redbridge 006E","E01003702",744,53,691,104,60,2.2,4.4,2.3
"Redbridge 006F","E01003703",968,17,951,75,57,2.6,5.6,2.9
"Redbridge 006G","E01003704",666,24,642,82,42,2.5,4.9,2.6
"Redbridge 007A","E01003668",755,15,740,97,36,2.1,4.9,2.5
"Redbridge 007B","E01003669",606,14,592,44,23,2.5,5.7,3.0
"Redbridge 007C","E01003670",577,11,566,51,19,2.6,5.8,3.1
"Redbridge 007D","E01003671",552,5,547,10,7,2.8,6.3,3.4
"Redbridge 007E","E01003672",690,21,669,154,39,2.1,3.9,2.0
"Redbridge 007F","E01003673",789,28,761,160,42,2.3,4.6,2.4
"Redbridge 007G","E01003674",1000,25,975,219,61,2.1,4.2,2.1
"Redbridge 008A","E01003707",469,5,464,44,20,2.8,5.6,3.0
"Redbridge 008B","E01003708",613,12,601,124,58,2.4,4.6,2.4
"Redbridge 008C","E01003709",570,9,561,45,35,2.9,5.5,2.9
"Redbridge 008D","E01003710",507,5,502,36,31,3.0,6.1,3.3
"Redbridge 009A","E01003759",554,8,546,25,9,2.6,6.2,3.3
"Redbridge 009B","E01003760",661,20,641,87,58,2.7,5.1,2.6
"Redbridge 009C","E01003761",698,22,676,241,169,2.5,3.8,1.9
"Redbridge 009D","E01003762",656,19,637,42,26,2.4,5.2,2.7
"Redbridge 009E","E01003763",657,8,649,43,47,2.9,5.8,3.0
"Redbridge 009F","E01003764",835,35,800,106,46,2.3,4.9,2.5
"Redbridge 009G","E01003765",642,11,631,73,36,2.5,5.0,2.6
"Redbridge 010A","E01003705",802,18,784,98,74,2.7,5.3,2.8
"Redbridge 010B","E01003706",613,11,602,77,56,2.6,4.9,2.6
"Redbridge 010C","E01003711",662,8,654,68,57,2.7,5.3,2.7
"Redbridge 010D","E01003712",536,6,530,102,71,2.5,4.7,2.4
"Redbridge 012A","E01003646",572,7,565,106,72,3.0,5.3,2.8
"Redbridge 012B","E01003648",528,6,522,22,20,2.7,6.1,3.2
"Redbridge 012C","E01003649",521,5,516,45,42,3.1,5.8,3.1
"Redbridge 012D","E01003651",466,2,464,47,27,3.1,6.1,3.3
"Redbridge 013A","E01003639",665,15,650,122,67,2.6,4.7,2.5
"Redbridge 013B","E01003640",648,20,628,77,48,2.7,5.2,2.8
"Redbridge 013C","E01003641",530,12,518,74,64,3.2,5.6,3.1
"Redbridge 013D","E01003642",542,14,528,82,58,3.1,5.3,2.9
"Redbridge 014A","E01003774",867,38,829,79,38,2.0,4.8,2.4
"Redbridge 014B","E01003775",686,10,676,46,40,2.5,5.8,3.0
"Redbridge 014C","E01003776",932,15,917,172,55,1.8,3.9,1.9
"Redbridge 014D","E01003777",856,31,825,101,39,2.0,4.7,2.4
"Redbridge 014E","E01003778",879,33,846,119,60,2.1,4.8,2.4
"Redbridge 014F","E01003779",708,18,690,71,31,2.1,4.7,2.4
"Redbridge 014G","E01003780",507,6,501,16,14,3.0,7.2,3.9
"Redbridge 015A","E01003647",612,12,600,118,61,2.9,5.1,2.8
"Redbridge 015B","E01003650",580,8,572,72,48,2.6,5.1,2.6
"Redbridge 015C","E01003652",482,7,475,39,34,3.2,5.9,3.2
"Redbridge 015D","E01003653",516,16,500,121,65,2.9,4.9,2.7
"Redbridge 017A","E01003638",590,7,583,109,36,2.7,5.1,2.7
"Redbridge 017B","E01003643",622,16,606,62,53,2.9,5.5,3.0
"Redbridge 017C","E01003644",498,5,493,54,39,3.1,5.6,3.1
"Redbridge 017D","E01003645",910,46,864,254,128,2.8,4.3,2.3
"Redbridge 018A","E01003789",625,34,591,69,21,2.3,5.7,2.9
"Redbridge 018B","E01003794",544,9,535,36,28,2.7,5.7,3.1
"Redbridge 018C","E01003795",433,5,428,15,13,2.7,6.7,3.7
"Redbridge 018D","E01003796",638,10,628,61,24,2.5,5.8,3.1
"Redbridge 019A","E01003661",651,12,639,60,60,2.9,5.7,3.0
"Redbridge 019B","E01003662",741,36,705,148,87,2.5,4.5,2.3
"Redbridge 019C","E01003663",662,9,653,71,42,2.7,5.3,2.8
"Redbridge 019D","E01003664",575,16,559,59,43,3.1,5.6,3.1
"Redbridge 019E","E01003665",529,11,518,46,28,3.1,5.6,3.1
"Redbridge 019F","E01003666",935,46,889,205,115,2.4,4.2,2.1
"Redbridge 019H","E01033590",434,4,430,104,45,2.5,4.2,2.3
"Redbridge 019I","E01033592",633,11,622,76,67,3.0,5.3,2.8
"Redbridge 020A","E01003751",611,11,600,101,76,3.2,5.3,2.9
"Redbridge 020B","E01003753",659,40,619,144,107,3.0,5.1,2.6
"Redbridge 020C","E01003754",533,11,522,94,56,3.1,5.3,2.9
"Redbridge 020D","E01003757",622,13,609,184,116,3.2,4.9,2.7
"Redbridge 022A","E01003769",557,19,538,191,133,3.1,4.7,2.5
"Redbridge 022B","E01003770",848,9,839,200,100,2.9,5.0,2.8
"Redbridge 022C","E01003771",581,9,572,149,118,3.3,5.6,3.2
"Redbridge 022D","E01003773",579,12,567,79,62,2.9,5.3,2.9
"Redbridge 023A","E01003752",838,5,833,207,98,3.0,5.0,2.8
"Redbridge 023B","E01003755",571,6,565,113,87,3.5,5.3,3.0
"Redbridge 023C","E01003756",600,15,585,91,80,3.5,5.6,3.1
"Redbridge 023D","E01003758",810,6,804,262,153,3.2,4.5,2.5
"Redbridge 024A","E01003766",548,21,527,85,72,3.5,5.5,3.0
"Redbridge 024B","E01003767",567,18,549,161,118,3.3,5.0,2.8
"Redbridge 024C","E01003768",569,21,548,198,120,3.0,4.7,2.5
"Redbridge 024D","E01003772",524,10,514,69,76,3.2,5.5,3.0
"Redbridge 026A","E01003781",602,14,588,155,87,2.7,4.8,2.5
"Redbridge 026B","E01003782",518,21,497,153,102,3.4,5.0,2.6
"Redbridge 026C","E01003786",442,7,435,50,43,3.2,5.9,3.1
"Redbridge 026D","E01003787",469,15,454,85,67,3.3,5.7,3.0
"Redbridge 027A","E01003790",557,13,544,52,24,2.5,5.7,2.9
"Redbridge 027B","E01003791",540,14,526,20,16,2.8,6.8,3.6
"Redbridge 027C","E01003792",508,16,492,32,21,2.7,6.6,3.3
"Redbridge 027D","E01003793",760,41,719,144,71,2.0,4.2,2.1
"Redbridge 029A","E01003783",858,27,831,357,188,2.5,3.9,2.0
"Redbridge 029B","E01003784",546,10,536,141,118,3.2,5.1,2.8
"Redbridge 029C","E01003785",704,16,688,283,174,2.7,4.2,2.1
"Redbridge 029D","E01003788",645,32,613,249,159,2.8,4.3,2.3
"Redbridge 030A","E01003683",576,21,555,137,131,3.7,5.2,2.8
"Redbridge 030B","E01003684",496,18,478,111,83,3.6,5.3,3.0
"Redbridge 030C","E01003685",508,14,494,140,114,3.6,5.2,2.9
"Redbridge 030D","E01003686",533,13,520,139,126,3.7,5.3,2.9
"Redbridge 030F","E01003688",532,9,523,171,118,3.4,5.0,2.8
"Redbridge 030G","E01003689",508,20,488,161,118,3.1,4.7,2.5
"Redbridge 030H","E01033589",660,27,633,378,141,2.5,3.3,1.9
"Redbridge 030I","E01033591",630,21,609,206,141,3.0,4.4,2.4
"Redbridge 031A","E01003737",575,10,565,60,49,3.1,6.2,3.2
"Redbridge 031B","E01003738",646,8,638,69,61,3.3,5.8,3.2
"Redbridge 031C","E01003739",658,11,647,139,88,3.2,5.3,2.9
"Redbridge 031D","E01003740",621,9,612,89,66,3.3,5.8,3.1
"Redbridge 031E","E01003741",643,16,627,79,54,2.7,5.2,2.8
"Redbridge 031F","E01003742",618,7,611,130,98,3.4,5.2,2.9
"Redbridge 031G","E01003743",496,9,487,104,89,3.5,5.5,3.1
"Redbridge 032A","E01003728",810,42,768,362,224,3.0,4.0,2.2
"Redbridge 032B","E01003729",526,16,510,201,147,3.3,4.5,2.5
"Redbridge 032C","E01003730",416,9,407,111,106,4.1,5.5,3.0
"Redbridge 032D","E01003732",592,13,579,228,150,2.6,3.8,1.9
"Redbridge 032E","E01003733",507,17,490,164,139,3.5,4.9,2.7
"Redbridge 033A","E01003731",447,16,431,111,83,3.3,5.0,2.7
"Redbridge 033B","E01003734",517,13,504,141,123,3.4,5.0,2.7
"Redbridge 033C","E01003735",811,8,803,284,170,2.9,4.1,2.2
"Redbridge 033D","E01003736",475,14,461,122,109,3.5,4.8,2.7
"Redbridge 034A","E01003713",481,10,471,76,69,3.6,6.0,3.3
"Redbridge 034B","E01003714",642,18,624,133,118,3.4,5.2,2.8
"Redbridge 034C","E01003715",564,13,551,126,113,3.5,5.5,3.0
"Redbridge 034D","E01003716",521,13,508,96,71,3.3,5.7,3.1
"Redbridge 034E","E01003718",630,47,583,183,128,2.9,4.5,2.3
"Redbridge 034F","E01003719",633,16,617,159,98,3.1,5.4,2.9
"Redbridge 034G","E01032581",699,46,653,157,82,2.4,4.2,2.2
"Redbridge 035A","E01003690",608,14,594,170,93,2.6,4.9,2.6
"Redbridge 035B","E01003691",413,7,406,64,60,3.5,5.9,3.2
"Redbridge 035C","E01003692",501,9,492,74,56,3.2,5.8,3.1
"Redbridge 035D","E01003693",431,6,425,39,48,3.6,6.8,3.6
"Redbridge 035E","E01003694",448,9,439,71,43,3.2,6.0,3.3
"Redbridge 035F","E01003695",534,27,507,149,100,2.8,5.1,2.6
"Redbridge 035G","E01003696",593,3,590,99,76,3.2,5.7,3.1
"Redbridge 035H","E01003697",492,9,483,75,47,3.3,6.0,3.3
"Redbridge 036A","E01003675",490,4,486,85,65,3.3,5.8,3.2
"Redbridge 036B","E01003676",495,5,490,57,45,3.4,6.1,3.3
"Redbridge 036C","E01003677",494,2,492,27,26,3.1,6.2,3.3
"Redbridge 036D","E01003678",479,3,476,28,36,3.4,6.2,3.4
"Redbridge 036E","E01003679",493,1,492,35,35,3.3,6.3,3.4
"Redbridge 036F","E01003680",475,2,473,46,33,3.4,5.9,3.3
"Redbridge 036G","E01003681",683,10,673,97,60,2.7,5.1,2.6
"Redbridge 036H","E01003682",493,8,485,29,39,3.4,6.3,3.4
"Richmond upon Thames 001A","E01003797",523,5,518,22,6,2.8,7.3,4.0
"Richmond upon Thames 001B","E01003798",691,11,680,73,20,2.2,5.5,2.9
"Richmond upon Thames 001C","E01003799",653,25,628,73,21,2.5,6.0,3.2
"Richmond upon Thames 001D","E01003800",640,12,628,86,38,2.5,5.7,3.0
"Richmond upon Thames 001E","E01003801",534,10,524,46,15,2.4,5.5,2.9
"Richmond upon Thames 001F","E01003802",623,9,614,39,19,2.1,5.2,2.5
"Richmond upon Thames 001G","E01003803",632,11,621,82,63,2.3,4.8,2.5
"Richmond upon Thames 002A","E01003846",628,12,616,24,11,2.8,6.9,3.8
"Richmond upon Thames 002B","E01003847",842,35,807,103,35,1.9,4.7,2.3
"Richmond upon Thames 002C","E01003849",653,13,640,45,13,2.3,5.8,3.0
"Richmond upon Thames 002D","E01003851",691,13,678,41,18,2.4,5.9,3.2
"Richmond upon Thames 002E","E01003860",819,24,795,109,24,2.1,4.9,2.4
"Richmond upon Thames 002F","E01003864",671,20,651,59,25,2.2,5.4,2.8
"Richmond upon Thames 003A","E01003852",652,17,635,87,31,2.0,4.9,2.4
"Richmond upon Thames 003B","E01003853",622,11,611,68,25,2.4,5.8,3.1
"Richmond upon Thames 003C","E01003854",653,19,634,43,18,2.2,5.0,2.6
"Richmond upon Thames 003D","E01003855",831,18,813,143,54,2.0,4.3,2.1
"Richmond upon Thames 003E","E01003856",749,20,729,58,26,2.1,4.6,2.3
